YEAR,SITE,SPECIES,mean_biomass,SP_CODE,mean_observation_density,mean_dive_computer_temp,TRANSECT,sub_cover,mean_start_depth,mean_end_depth
2014,Baker North,Tautogolabrus adspersus,0.6431002908373666,ASFO,0.16666666666666666,NA,1,57.5,8.424999999999999,8.049999999999999
2014,Baker North,Tautogolabrus adspersus,0.6431002908373666,ASFO,0.16666666666666666,NA,2,76.25,8.424999999999999,8.049999999999999
2014,Baker North,Tautogolabrus adspersus,0.6431002908373666,ASFO,0.16666666666666666,NA,3,95,8.424999999999999,8.049999999999999
2014,Baker North,Tautogolabrus adspersus,0.6431002908373666,ASFO,0.16666666666666666,NA,4,82.5,8.424999999999999,8.049999999999999
2014,Baker North,Tautogolabrus adspersus,0.6431002908373666,ASRU,0.08333333333333333,NA,1,57.5,8.424999999999999,8.049999999999999
2014,Baker North,Tautogolabrus adspersus,0.6431002908373666,ASRU,0.08333333333333333,NA,2,76.25,8.424999999999999,8.049999999999999
2014,Baker North,Tautogolabrus adspersus,0.6431002908373666,ASRU,0.08333333333333333,NA,3,95,8.424999999999999,8.049999999999999
2014,Baker North,Tautogolabrus adspersus,0.6431002908373666,ASRU,0.08333333333333333,NA,4,82.5,8.424999999999999,8.049999999999999
2014,Baker North,Tautogolabrus adspersus,0.6431002908373666,HESA,0.3333333333333333,NA,1,57.5,8.424999999999999,8.049999999999999
2014,Baker North,Tautogolabrus adspersus,0.6431002908373666,HESA,0.3333333333333333,NA,2,76.25,8.424999999999999,8.049999999999999
2014,Baker North,Tautogolabrus adspersus,0.6431002908373666,HESA,0.3333333333333333,NA,3,95,8.424999999999999,8.049999999999999
2014,Baker North,Tautogolabrus adspersus,0.6431002908373666,HESA,0.3333333333333333,NA,4,82.5,8.424999999999999,8.049999999999999
2014,Baker North,Tautogolabrus adspersus,0.6431002908373666,MYSP,0,NA,1,57.5,8.424999999999999,8.049999999999999
2014,Baker North,Tautogolabrus adspersus,0.6431002908373666,MYSP,0,NA,2,76.25,8.424999999999999,8.049999999999999
2014,Baker North,Tautogolabrus adspersus,0.6431002908373666,MYSP,0,NA,3,95,8.424999999999999,8.049999999999999
2014,Baker North,Tautogolabrus adspersus,0.6431002908373666,MYSP,0,NA,4,82.5,8.424999999999999,8.049999999999999
2014,Baker North,Tautogolabrus adspersus,0.6431002908373666,PHGU,0.16666666666666666,NA,1,57.5,8.424999999999999,8.049999999999999
2014,Baker North,Tautogolabrus adspersus,0.6431002908373666,PHGU,0.16666666666666666,NA,2,76.25,8.424999999999999,8.049999999999999
2014,Baker North,Tautogolabrus adspersus,0.6431002908373666,PHGU,0.16666666666666666,NA,3,95,8.424999999999999,8.049999999999999
2014,Baker North,Tautogolabrus adspersus,0.6431002908373666,PHGU,0.16666666666666666,NA,4,82.5,8.424999999999999,8.049999999999999
2014,Baker North,Tautogolabrus adspersus,0.6431002908373666,SL,15.708333333333334,NA,1,57.5,8.424999999999999,8.049999999999999
2014,Baker North,Tautogolabrus adspersus,0.6431002908373666,SL,15.708333333333334,NA,2,76.25,8.424999999999999,8.049999999999999
2014,Baker North,Tautogolabrus adspersus,0.6431002908373666,SL,15.708333333333334,NA,3,95,8.424999999999999,8.049999999999999
2014,Baker North,Tautogolabrus adspersus,0.6431002908373666,SL,15.708333333333334,NA,4,82.5,8.424999999999999,8.049999999999999
2014,Baker North,Urophycis regia,NA,ASFO,0.16666666666666666,NA,1,57.5,8.424999999999999,8.049999999999999
2014,Baker North,Urophycis regia,NA,ASFO,0.16666666666666666,NA,2,76.25,8.424999999999999,8.049999999999999
2014,Baker North,Urophycis regia,NA,ASFO,0.16666666666666666,NA,3,95,8.424999999999999,8.049999999999999
2014,Baker North,Urophycis regia,NA,ASFO,0.16666666666666666,NA,4,82.5,8.424999999999999,8.049999999999999
2014,Baker North,Urophycis regia,NA,ASRU,0.08333333333333333,NA,1,57.5,8.424999999999999,8.049999999999999
2014,Baker North,Urophycis regia,NA,ASRU,0.08333333333333333,NA,2,76.25,8.424999999999999,8.049999999999999
2014,Baker North,Urophycis regia,NA,ASRU,0.08333333333333333,NA,3,95,8.424999999999999,8.049999999999999
2014,Baker North,Urophycis regia,NA,ASRU,0.08333333333333333,NA,4,82.5,8.424999999999999,8.049999999999999
2014,Baker North,Urophycis regia,NA,HESA,0.3333333333333333,NA,1,57.5,8.424999999999999,8.049999999999999
2014,Baker North,Urophycis regia,NA,HESA,0.3333333333333333,NA,2,76.25,8.424999999999999,8.049999999999999
2014,Baker North,Urophycis regia,NA,HESA,0.3333333333333333,NA,3,95,8.424999999999999,8.049999999999999
2014,Baker North,Urophycis regia,NA,HESA,0.3333333333333333,NA,4,82.5,8.424999999999999,8.049999999999999
2014,Baker North,Urophycis regia,NA,MYSP,0,NA,1,57.5,8.424999999999999,8.049999999999999
2014,Baker North,Urophycis regia,NA,MYSP,0,NA,2,76.25,8.424999999999999,8.049999999999999
2014,Baker North,Urophycis regia,NA,MYSP,0,NA,3,95,8.424999999999999,8.049999999999999
2014,Baker North,Urophycis regia,NA,MYSP,0,NA,4,82.5,8.424999999999999,8.049999999999999
2014,Baker North,Urophycis regia,NA,PHGU,0.16666666666666666,NA,1,57.5,8.424999999999999,8.049999999999999
2014,Baker North,Urophycis regia,NA,PHGU,0.16666666666666666,NA,2,76.25,8.424999999999999,8.049999999999999
2014,Baker North,Urophycis regia,NA,PHGU,0.16666666666666666,NA,3,95,8.424999999999999,8.049999999999999
2014,Baker North,Urophycis regia,NA,PHGU,0.16666666666666666,NA,4,82.5,8.424999999999999,8.049999999999999
2014,Baker North,Urophycis regia,NA,SL,15.708333333333334,NA,1,57.5,8.424999999999999,8.049999999999999
2014,Baker North,Urophycis regia,NA,SL,15.708333333333334,NA,2,76.25,8.424999999999999,8.049999999999999
2014,Baker North,Urophycis regia,NA,SL,15.708333333333334,NA,3,95,8.424999999999999,8.049999999999999
2014,Baker North,Urophycis regia,NA,SL,15.708333333333334,NA,4,82.5,8.424999999999999,8.049999999999999
2014,Baker North,NA,NA,ASFO,0.16666666666666666,NA,1,57.5,8.424999999999999,8.049999999999999
2014,Baker North,NA,NA,ASFO,0.16666666666666666,NA,2,76.25,8.424999999999999,8.049999999999999
2014,Baker North,NA,NA,ASFO,0.16666666666666666,NA,3,95,8.424999999999999,8.049999999999999
2014,Baker North,NA,NA,ASFO,0.16666666666666666,NA,4,82.5,8.424999999999999,8.049999999999999
2014,Baker North,NA,NA,ASRU,0.08333333333333333,NA,1,57.5,8.424999999999999,8.049999999999999
2014,Baker North,NA,NA,ASRU,0.08333333333333333,NA,2,76.25,8.424999999999999,8.049999999999999
2014,Baker North,NA,NA,ASRU,0.08333333333333333,NA,3,95,8.424999999999999,8.049999999999999
2014,Baker North,NA,NA,ASRU,0.08333333333333333,NA,4,82.5,8.424999999999999,8.049999999999999
2014,Baker North,NA,NA,HESA,0.3333333333333333,NA,1,57.5,8.424999999999999,8.049999999999999
2014,Baker North,NA,NA,HESA,0.3333333333333333,NA,2,76.25,8.424999999999999,8.049999999999999
2014,Baker North,NA,NA,HESA,0.3333333333333333,NA,3,95,8.424999999999999,8.049999999999999
2014,Baker North,NA,NA,HESA,0.3333333333333333,NA,4,82.5,8.424999999999999,8.049999999999999
2014,Baker North,NA,NA,MYSP,0,NA,1,57.5,8.424999999999999,8.049999999999999
2014,Baker North,NA,NA,MYSP,0,NA,2,76.25,8.424999999999999,8.049999999999999
2014,Baker North,NA,NA,MYSP,0,NA,3,95,8.424999999999999,8.049999999999999
2014,Baker North,NA,NA,MYSP,0,NA,4,82.5,8.424999999999999,8.049999999999999
2014,Baker North,NA,NA,PHGU,0.16666666666666666,NA,1,57.5,8.424999999999999,8.049999999999999
2014,Baker North,NA,NA,PHGU,0.16666666666666666,NA,2,76.25,8.424999999999999,8.049999999999999
2014,Baker North,NA,NA,PHGU,0.16666666666666666,NA,3,95,8.424999999999999,8.049999999999999
2014,Baker North,NA,NA,PHGU,0.16666666666666666,NA,4,82.5,8.424999999999999,8.049999999999999
2014,Baker North,NA,NA,SL,15.708333333333334,NA,1,57.5,8.424999999999999,8.049999999999999
2014,Baker North,NA,NA,SL,15.708333333333334,NA,2,76.25,8.424999999999999,8.049999999999999
2014,Baker North,NA,NA,SL,15.708333333333334,NA,3,95,8.424999999999999,8.049999999999999
2014,Baker North,NA,NA,SL,15.708333333333334,NA,4,82.5,8.424999999999999,8.049999999999999
2014,Baker South,Pollachius virens,637.2168648631956,ASFO,0.6666666666666666,NA,1,90,7.655,7.184699999999999
2014,Baker South,Pollachius virens,637.2168648631956,ASFO,0.6666666666666666,NA,2,43.75,7.655,7.184699999999999
2014,Baker South,Pollachius virens,637.2168648631956,ASFO,0.6666666666666666,NA,3,31.25,7.655,7.184699999999999
2014,Baker South,Pollachius virens,637.2168648631956,ASFO,0.6666666666666666,NA,4,38.75,7.655,7.184699999999999
2014,Baker South,Pollachius virens,637.2168648631956,ASRU,0.16666666666666666,NA,1,90,7.655,7.184699999999999
2014,Baker South,Pollachius virens,637.2168648631956,ASRU,0.16666666666666666,NA,2,43.75,7.655,7.184699999999999
2014,Baker South,Pollachius virens,637.2168648631956,ASRU,0.16666666666666666,NA,3,31.25,7.655,7.184699999999999
2014,Baker South,Pollachius virens,637.2168648631956,ASRU,0.16666666666666666,NA,4,38.75,7.655,7.184699999999999
2014,Baker South,Pollachius virens,637.2168648631956,CAIR,0.3333333333333333,NA,1,90,7.655,7.184699999999999
2014,Baker South,Pollachius virens,637.2168648631956,CAIR,0.3333333333333333,NA,2,43.75,7.655,7.184699999999999
2014,Baker South,Pollachius virens,637.2168648631956,CAIR,0.3333333333333333,NA,3,31.25,7.655,7.184699999999999
2014,Baker South,Pollachius virens,637.2168648631956,CAIR,0.3333333333333333,NA,4,38.75,7.655,7.184699999999999
2014,Baker South,Pollachius virens,637.2168648631956,HESA,0.16666666666666666,NA,1,90,7.655,7.184699999999999
2014,Baker South,Pollachius virens,637.2168648631956,HESA,0.16666666666666666,NA,2,43.75,7.655,7.184699999999999
2014,Baker South,Pollachius virens,637.2168648631956,HESA,0.16666666666666666,NA,3,31.25,7.655,7.184699999999999
2014,Baker South,Pollachius virens,637.2168648631956,HESA,0.16666666666666666,NA,4,38.75,7.655,7.184699999999999
2014,Baker South,Pollachius virens,637.2168648631956,MYSP,0.2222222222222222,NA,1,90,7.655,7.184699999999999
2014,Baker South,Pollachius virens,637.2168648631956,MYSP,0.2222222222222222,NA,2,43.75,7.655,7.184699999999999
2014,Baker South,Pollachius virens,637.2168648631956,MYSP,0.2222222222222222,NA,3,31.25,7.655,7.184699999999999
2014,Baker South,Pollachius virens,637.2168648631956,MYSP,0.2222222222222222,NA,4,38.75,7.655,7.184699999999999
2014,Baker South,Pollachius virens,637.2168648631956,SDL,0.5,NA,1,90,7.655,7.184699999999999
2014,Baker South,Pollachius virens,637.2168648631956,SDL,0.5,NA,2,43.75,7.655,7.184699999999999
2014,Baker South,Pollachius virens,637.2168648631956,SDL,0.5,NA,3,31.25,7.655,7.184699999999999
2014,Baker South,Pollachius virens,637.2168648631956,SDL,0.5,NA,4,38.75,7.655,7.184699999999999
2014,Baker South,Pollachius virens,637.2168648631956,SL,5.666666666666667,NA,1,90,7.655,7.184699999999999
2014,Baker South,Pollachius virens,637.2168648631956,SL,5.666666666666667,NA,2,43.75,7.655,7.184699999999999
2014,Baker South,Pollachius virens,637.2168648631956,SL,5.666666666666667,NA,3,31.25,7.655,7.184699999999999
2014,Baker South,Pollachius virens,637.2168648631956,SL,5.666666666666667,NA,4,38.75,7.655,7.184699999999999
2014,Baker South,Tautogolabrus adspersus,956.5963181366367,ASFO,0.6666666666666666,NA,1,90,7.655,7.184699999999999
2014,Baker South,Tautogolabrus adspersus,956.5963181366367,ASFO,0.6666666666666666,NA,2,43.75,7.655,7.184699999999999
2014,Baker South,Tautogolabrus adspersus,956.5963181366367,ASFO,0.6666666666666666,NA,3,31.25,7.655,7.184699999999999
2014,Baker South,Tautogolabrus adspersus,956.5963181366367,ASFO,0.6666666666666666,NA,4,38.75,7.655,7.184699999999999
2014,Baker South,Tautogolabrus adspersus,956.5963181366367,ASRU,0.16666666666666666,NA,1,90,7.655,7.184699999999999
2014,Baker South,Tautogolabrus adspersus,956.5963181366367,ASRU,0.16666666666666666,NA,2,43.75,7.655,7.184699999999999
2014,Baker South,Tautogolabrus adspersus,956.5963181366367,ASRU,0.16666666666666666,NA,3,31.25,7.655,7.184699999999999
2014,Baker South,Tautogolabrus adspersus,956.5963181366367,ASRU,0.16666666666666666,NA,4,38.75,7.655,7.184699999999999
2014,Baker South,Tautogolabrus adspersus,956.5963181366367,CAIR,0.3333333333333333,NA,1,90,7.655,7.184699999999999
2014,Baker South,Tautogolabrus adspersus,956.5963181366367,CAIR,0.3333333333333333,NA,2,43.75,7.655,7.184699999999999
2014,Baker South,Tautogolabrus adspersus,956.5963181366367,CAIR,0.3333333333333333,NA,3,31.25,7.655,7.184699999999999
2014,Baker South,Tautogolabrus adspersus,956.5963181366367,CAIR,0.3333333333333333,NA,4,38.75,7.655,7.184699999999999
2014,Baker South,Tautogolabrus adspersus,956.5963181366367,HESA,0.16666666666666666,NA,1,90,7.655,7.184699999999999
2014,Baker South,Tautogolabrus adspersus,956.5963181366367,HESA,0.16666666666666666,NA,2,43.75,7.655,7.184699999999999
2014,Baker South,Tautogolabrus adspersus,956.5963181366367,HESA,0.16666666666666666,NA,3,31.25,7.655,7.184699999999999
2014,Baker South,Tautogolabrus adspersus,956.5963181366367,HESA,0.16666666666666666,NA,4,38.75,7.655,7.184699999999999
2014,Baker South,Tautogolabrus adspersus,956.5963181366367,MYSP,0.2222222222222222,NA,1,90,7.655,7.184699999999999
2014,Baker South,Tautogolabrus adspersus,956.5963181366367,MYSP,0.2222222222222222,NA,2,43.75,7.655,7.184699999999999
2014,Baker South,Tautogolabrus adspersus,956.5963181366367,MYSP,0.2222222222222222,NA,3,31.25,7.655,7.184699999999999
2014,Baker South,Tautogolabrus adspersus,956.5963181366367,MYSP,0.2222222222222222,NA,4,38.75,7.655,7.184699999999999
2014,Baker South,Tautogolabrus adspersus,956.5963181366367,SDL,0.5,NA,1,90,7.655,7.184699999999999
2014,Baker South,Tautogolabrus adspersus,956.5963181366367,SDL,0.5,NA,2,43.75,7.655,7.184699999999999
2014,Baker South,Tautogolabrus adspersus,956.5963181366367,SDL,0.5,NA,3,31.25,7.655,7.184699999999999
2014,Baker South,Tautogolabrus adspersus,956.5963181366367,SDL,0.5,NA,4,38.75,7.655,7.184699999999999
2014,Baker South,Tautogolabrus adspersus,956.5963181366367,SL,5.666666666666667,NA,1,90,7.655,7.184699999999999
2014,Baker South,Tautogolabrus adspersus,956.5963181366367,SL,5.666666666666667,NA,2,43.75,7.655,7.184699999999999
2014,Baker South,Tautogolabrus adspersus,956.5963181366367,SL,5.666666666666667,NA,3,31.25,7.655,7.184699999999999
2014,Baker South,Tautogolabrus adspersus,956.5963181366367,SL,5.666666666666667,NA,4,38.75,7.655,7.184699999999999
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,AGCL,0.5,13.5,1,81.25,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,AGCL,0.5,13.5,2,82.5,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,AGCL,0.5,13.5,3,68.75,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,AGCL,0.5,13.5,4,56.25,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,ASFO,2.4166666666666665,13.5,1,81.25,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,ASFO,2.4166666666666665,13.5,2,82.5,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,ASFO,2.4166666666666665,13.5,3,68.75,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,ASFO,2.4166666666666665,13.5,4,56.25,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,ASFOS,0.2222222222222222,13.5,1,81.25,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,ASFOS,0.2222222222222222,13.5,2,82.5,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,ASFOS,0.2222222222222222,13.5,3,68.75,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,ASFOS,0.2222222222222222,13.5,4,56.25,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,ASRU,0,13.5,1,81.25,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,ASRU,0,13.5,2,82.5,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,ASRU,0,13.5,3,68.75,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,ASRU,0,13.5,4,56.25,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,HESA,1.0833333333333333,13.5,1,81.25,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,HESA,1.0833333333333333,13.5,2,82.5,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,HESA,1.0833333333333333,13.5,3,68.75,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,HESA,1.0833333333333333,13.5,4,56.25,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,HESAS,0.3333333333333333,13.5,1,81.25,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,HESAS,0.3333333333333333,13.5,2,82.5,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,HESAS,0.3333333333333333,13.5,3,68.75,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,HESAS,0.3333333333333333,13.5,4,56.25,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,LADI,0.2222222222222222,13.5,1,81.25,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,LADI,0.2222222222222222,13.5,2,82.5,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,LADI,0.2222222222222222,13.5,3,68.75,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,LADI,0.2222222222222222,13.5,4,56.25,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,MYSP,0.16666666666666666,13.5,1,81.25,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,MYSP,0.16666666666666666,13.5,2,82.5,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,MYSP,0.16666666666666666,13.5,3,68.75,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,MYSP,0.16666666666666666,13.5,4,56.25,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,SL,7.166666666666667,13.5,1,81.25,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,SL,7.166666666666667,13.5,2,82.5,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,SL,7.166666666666667,13.5,3,68.75,7.9,7.775
2014,Calf Island,Tautogolabrus adspersus,10.906794164082564,SL,7.166666666666667,13.5,4,56.25,7.9,7.775
2014,Calf Island,NA,NA,AGCL,0.5,13.5,1,81.25,7.9,7.775
2014,Calf Island,NA,NA,AGCL,0.5,13.5,2,82.5,7.9,7.775
2014,Calf Island,NA,NA,AGCL,0.5,13.5,3,68.75,7.9,7.775
2014,Calf Island,NA,NA,AGCL,0.5,13.5,4,56.25,7.9,7.775
2014,Calf Island,NA,NA,ASFO,2.4166666666666665,13.5,1,81.25,7.9,7.775
2014,Calf Island,NA,NA,ASFO,2.4166666666666665,13.5,2,82.5,7.9,7.775
2014,Calf Island,NA,NA,ASFO,2.4166666666666665,13.5,3,68.75,7.9,7.775
2014,Calf Island,NA,NA,ASFO,2.4166666666666665,13.5,4,56.25,7.9,7.775
2014,Calf Island,NA,NA,ASFOS,0.2222222222222222,13.5,1,81.25,7.9,7.775
2014,Calf Island,NA,NA,ASFOS,0.2222222222222222,13.5,2,82.5,7.9,7.775
2014,Calf Island,NA,NA,ASFOS,0.2222222222222222,13.5,3,68.75,7.9,7.775
2014,Calf Island,NA,NA,ASFOS,0.2222222222222222,13.5,4,56.25,7.9,7.775
2014,Calf Island,NA,NA,ASRU,0,13.5,1,81.25,7.9,7.775
2014,Calf Island,NA,NA,ASRU,0,13.5,2,82.5,7.9,7.775
2014,Calf Island,NA,NA,ASRU,0,13.5,3,68.75,7.9,7.775
2014,Calf Island,NA,NA,ASRU,0,13.5,4,56.25,7.9,7.775
2014,Calf Island,NA,NA,HESA,1.0833333333333333,13.5,1,81.25,7.9,7.775
2014,Calf Island,NA,NA,HESA,1.0833333333333333,13.5,2,82.5,7.9,7.775
2014,Calf Island,NA,NA,HESA,1.0833333333333333,13.5,3,68.75,7.9,7.775
2014,Calf Island,NA,NA,HESA,1.0833333333333333,13.5,4,56.25,7.9,7.775
2014,Calf Island,NA,NA,HESAS,0.3333333333333333,13.5,1,81.25,7.9,7.775
2014,Calf Island,NA,NA,HESAS,0.3333333333333333,13.5,2,82.5,7.9,7.775
2014,Calf Island,NA,NA,HESAS,0.3333333333333333,13.5,3,68.75,7.9,7.775
2014,Calf Island,NA,NA,HESAS,0.3333333333333333,13.5,4,56.25,7.9,7.775
2014,Calf Island,NA,NA,LADI,0.2222222222222222,13.5,1,81.25,7.9,7.775
2014,Calf Island,NA,NA,LADI,0.2222222222222222,13.5,2,82.5,7.9,7.775
2014,Calf Island,NA,NA,LADI,0.2222222222222222,13.5,3,68.75,7.9,7.775
2014,Calf Island,NA,NA,LADI,0.2222222222222222,13.5,4,56.25,7.9,7.775
2014,Calf Island,NA,NA,MYSP,0.16666666666666666,13.5,1,81.25,7.9,7.775
2014,Calf Island,NA,NA,MYSP,0.16666666666666666,13.5,2,82.5,7.9,7.775
2014,Calf Island,NA,NA,MYSP,0.16666666666666666,13.5,3,68.75,7.9,7.775
2014,Calf Island,NA,NA,MYSP,0.16666666666666666,13.5,4,56.25,7.9,7.775
2014,Calf Island,NA,NA,SL,7.166666666666667,13.5,1,81.25,7.9,7.775
2014,Calf Island,NA,NA,SL,7.166666666666667,13.5,2,82.5,7.9,7.775
2014,Calf Island,NA,NA,SL,7.166666666666667,13.5,3,68.75,7.9,7.775
2014,Calf Island,NA,NA,SL,7.166666666666667,13.5,4,56.25,7.9,7.775
2014,Little Brewster,Tautogolabrus adspersus,15.305520109759078,ASFOS,1.25,14,1,36.25,7.325,7.9
2014,Little Brewster,Tautogolabrus adspersus,15.305520109759078,ASFOS,1.25,14,2,76.25,7.325,7.9
2014,Little Brewster,Tautogolabrus adspersus,15.305520109759078,ASFOS,1.25,14,3,53.75,7.325,7.9
2014,Little Brewster,Tautogolabrus adspersus,15.305520109759078,ASFOS,1.25,14,4,25,7.325,7.9
2014,Little Brewster,Tautogolabrus adspersus,15.305520109759078,HESAS,0.16666666666666666,14,1,36.25,7.325,7.9
2014,Little Brewster,Tautogolabrus adspersus,15.305520109759078,HESAS,0.16666666666666666,14,2,76.25,7.325,7.9
2014,Little Brewster,Tautogolabrus adspersus,15.305520109759078,HESAS,0.16666666666666666,14,3,53.75,7.325,7.9
2014,Little Brewster,Tautogolabrus adspersus,15.305520109759078,HESAS,0.16666666666666666,14,4,25,7.325,7.9
2014,Little Brewster,Tautogolabrus adspersus,15.305520109759078,SL,6.583333333333333,14,1,36.25,7.325,7.9
2014,Little Brewster,Tautogolabrus adspersus,15.305520109759078,SL,6.583333333333333,14,2,76.25,7.325,7.9
2014,Little Brewster,Tautogolabrus adspersus,15.305520109759078,SL,6.583333333333333,14,3,53.75,7.325,7.9
2014,Little Brewster,Tautogolabrus adspersus,15.305520109759078,SL,6.583333333333333,14,4,25,7.325,7.9
2014,NE Appledore,Pollachius virens,27.8323032237511,AGCL,0.9583333333333334,8.25,Broad Cove,93.75,9.425,7.975
2014,NE Appledore,Pollachius virens,27.8323032237511,AGCL,0.9583333333333334,8.25,Broadway and 42nd,95,9.425,7.975
2014,NE Appledore,Pollachius virens,27.8323032237511,AGCL,0.9583333333333334,8.25,Devil's Dance Floor,87.5,9.425,7.975
2014,NE Appledore,Pollachius virens,27.8323032237511,AGCL,0.9583333333333334,8.25,Norwegian Cove,88.75,9.425,7.975
2014,NE Appledore,Pollachius virens,27.8323032237511,ASFO,0,8.25,Broad Cove,93.75,9.425,7.975
2014,NE Appledore,Pollachius virens,27.8323032237511,ASFO,0,8.25,Broadway and 42nd,95,9.425,7.975
